,,Course Title,Term,"Deeper
 under- standing
 of the subject
 matter.","Interest in the
 subject matter
 was stimulated.","Effective use of
 instructional
 technology.",Activities in course supported my learning.,Effort needed to succeed is reasonable.,"Grading
 standards
 were clear.","I would
 recommend
 this course.",# Resp
MUS,3440,Chamber Ensemble,Fall 2024,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2
MUS,3440,Chamber Ensemble,Spr 2025,6.00,6.00,6.00,6.00,6.00,5.67,5.83,6
MUS,3480,Marching Band,Fall 2020,5.74,5.81,5.35,5.66,5.51,5.63,5.87,106
MUS,3480,Marching Band,Fall 2021,5.86,5.89,5.55,5.89,5.45,5.83,5.90,108
MUS,3480,Marching Band,Fall 2022,5.88,5.94,5.85,5.94,5.47,5.74,5.96,100
MUS,3480,Marching Band,Fall 2023,5.83,5.92,5.82,5.91,5.66,5.84,5.94,89
MUS,3480,Marching Band,Fall 2024,5.86,5.88,5.80,5.84,5.56,5.84,5.86,82
MUS,3490,Athletics Bands,Fall 2020,5.44,5.55,5.35,5.41,5.71,5.55,5.74,34
MUS,3490,Athletics Bands,Spr 2021,5.50,5.58,5.58,5.47,5.69,5.75,5.81,36
MUS,3490,Athletics Bands,Fall 2021,5.63,5.69,5.65,5.71,5.83,5.34,5.77,35
MUS,3490,Athletics Bands,Spr 2022,5.74,5.90,5.68,5.77,5.78,5.56,5.93,40
MUS,3490,Athletics Bands,Fall 2022,5.87,5.82,5.70,5.84,5.85,5.73,5.82,34
MUS,3490,Athletics Bands,Spr 2023,5.76,5.78,5.56,5.69,5.83,5.56,5.88,44
MUS,3490,Athletics Bands,Fall 2023,5.52,5.64,5.52,5.64,5.76,5.48,5.82,34
MUS,3490,Athletics Bands,Spr 2024,5.72,5.74,5.76,5.67,5.77,5.67,5.79,44
MUS,3490,Athletics Bands,Fall 2024,5.71,5.52,5.62,5.74,5.47,5.35,5.59,35
MUS,3490,Athletics Bands,Spr 2025,5.76,5.80,5.66,5.82,5.49,5.49,5.74,37
MUS,3501,Tonal Theory III,Fall 2020,4.23,3.66,4.00,3.92,3.40,3.00,3.28,48
MUS,3501,Tonal Theory III,Fall 2021,4.91,4.22,4.10,4.70,3.96,3.43,3.70,23
MUS,3501,Tonal Theory III,Fall 2022,4.63,4.07,4.09,4.54,4.52,4.33,3.96,27
MUS,3506,Theory of American Pop Music,Fall 2020,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUS,3508,Tonal Theory Review,Fall 2020,5.00,4.14,4.71,5.00,4.00,4.86,4.43,7
MUS,3508,Tonal Theory Review,Spr 2021,6.00,5.00,6.00,6.00,6.00,6.00,6.00,2
MUS,3508,Tonal Theory Review,Fall 2021,5.67,5.50,5.67,5.83,5.67,5.83,5.67,6
MUS,3508,Tonal Theory Review,Fall 2022,5.00,4.67,5.33,5.11,4.56,5.33,4.63,10
MUS,3508,Tonal Theory Review,Fall 2023,4.50,4.33,5.33,4.83,4.83,5.33,4.83,6
MUS,3508,Tonal Theory Review,Fall 2024,5.42,5.42,5.42,5.67,5.17,5.42,5.33,12
MUS,3511,Ear-Training&Sight-Singing III,Fall 2020,4.23,3.48,3.34,4.14,3.48,3.43,3.33,45
MUS,3511,Ear-Training&Sight-Singing III,Fall 2021,4.90,4.10,4.67,4.81,4.19,3.86,4.05,21
MUS,3511,Ear-Training&Sight-Singing III,Fall 2022,4.76,4.48,5.00,4.25,4.19,3.80,4.29,21
MUS,3518,Ear-Training Review,Fall 2020,5.25,5.00,4.75,5.25,5.25,5.50,5.50,4
MUS,3518,Ear-Training Review,Spr 2021,6.00,4.00,4.00,6.00,6.00,6.00,6.00,1
MUS,3518,Ear-Training Review,Fall 2021,5.00,5.67,5.67,5.67,5.67,5.67,5.67,3
MUS,3518,Ear-Training Review,Fall 2022,5.83,5.67,5.50,5.67,5.67,5.83,5.80,6
MUS,3518,Ear-Training Review,Fall 2023,5.67,5.67,5.83,5.83,5.83,5.83,5.83,6
MUS,3518,Ear-Training Review,Fall 2024,5.30,4.90,5.40,5.00,5.00,5.10,5.33,10
MUS,4502,18th-Century Counterpoint,Fall 2020,6.00,5.00,5.75,5.50,5.00,5.50,5.00,4
MUS,4504,Int. 20th-Century Music Theory,Spr 2021,4.91,4.30,4.81,4.76,4.69,4.85,4.38,54
MUS,4504,Int. 20th-Century Music Theory,Spr 2022,4.50,3.59,3.88,4.24,3.92,3.53,3.42,59
MUS,4504,Int. 20th-Century Music Theory,Spr 2023,5.09,4.52,5.05,4.87,4.49,5.00,3.98,58
MUS,4505,Jazz Theory,Fall 2020,5.91,6.00,5.55,5.64,5.45,5.55,5.64,11
MUS,4505,Jazz Theory,Fall 2021,5.50,5.83,5.17,5.33,5.67,5.00,5.50,6
MUS,4505,Jazz Theory,Fall 2022,5.75,5.50,5.75,6.00,6.00,6.00,5.75,4
MUS,4514,20th-Century Ear-Training,Spr 2021,5.00,4.50,5.07,5.11,4.98,5.05,4.65,44
MUS,4514,20th-Century Ear-Training,Spr 2022,4.50,3.64,3.74,4.19,3.94,3.87,3.71,48
MUS,4514,20th-Century Ear-Training,Spr 2023,5.16,4.73,5.14,4.86,4.89,5.22,4.57,37
MUS,4571,Harmony and Form 1700-1900,Fall 2023,3.63,3.38,3.71,3.50,3.38,3.13,3.13,8
MUS,4571,Harmony and Form 1700-1900,Fall 2024,5.17,4.83,4.50,5.33,4.50,4.33,5.00,6
MUS,4572,Theory/Analysis Popular Music,Spr 2024,5.00,4.67,5.60,5.20,4.80,5.70,4.80,10
MUS,4572,Theory/Analysis Popular Music,Spr 2025,5.41,5.00,5.19,5.03,4.94,5.41,5.12,35
MUS,4573,Post-Tonal Theory/Ear-Training,Spr 2024,5.50,5.75,5.50,5.50,5.38,5.13,5.38,8
MUS,4573,Post-Tonal Theory/Ear-Training,Spr 2025,5.09,4.64,4.70,4.55,5.09,4.45,4.36,11
MUS,4574,Jazz Theory,Fall 2023,5.71,5.62,5.45,5.48,5.38,5.05,5.43,21
MUS,4574,Jazz Theory,Fall 2024,5.89,5.84,5.84,5.89,5.79,5.74,5.89,19
MUS,4715,Marching Band Techniques,Spr 2022,5.67,5.67,5.33,5.33,4.33,5.33,5.33,3
MUS,4715,Marching Band Techniques,Spr 2024,6.00,6.00,5.00,6.00,6.00,6.00,6.00,1
MUS,4715,Marching Band Techniques,Spr 2025,6.00,6.00,5.50,5.50,5.50,6.00,6.00,2
MUS,5101,Piano Pedagogy I,Fall 2023,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2
MUS,5150,Alexander Technique,Fall 2020,6.00,6.00,5.57,6.00,6.00,5.83,6.00,7
MUS,5150,Alexander Technique,Spr 2021,6.00,6.00,5.50,5.50,6.00,6.00,5.50,2
MUS,5150,Alexander Technique,Fall 2021,5.75,5.75,5.75,6.00,5.00,5.50,5.50,4
MUS,5150,Alexander Technique,Spr 2022,6.00,6.00,5.00,5.00,4.00,5.00,6.00,1
MUS,5150,Alexander Technique,Fall 2022,6.00,6.00,5.33,5.67,5.67,5.33,6.00,3
MUS,5150,Alexander Technique,Spr 2023,5.50,5.00,5.00,5.50,3.50,5.50,5.00,2
MUS,5150,Alexander Technique,Fall 2023,6.00,5.75,5.00,5.50,6.00,6.00,6.00,4
MUS,5150,Alexander Technique,Spr 2024,5.80,5.60,5.60,5.60,5.80,6.00,5.60,5
MUS,5150,Alexander Technique,Fall 2024,6.00,6.00,6.00,6.00,6.00,6.00,6.00,4
MUS,5151,Organ Literature I,Fall 2021,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUS,5152,Organ Literature II,Spr 2022,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2
MUS,5181,Adv Piano Lit I,Fall 2020,6.00,6.00,6.00,6.00,6.00,6.00,6.00,3
MUS,5181,Adv Piano Lit I,Fall 2022,5.50,5.67,5.50,5.50,5.67,5.67,5.33,6
MUS,5181,Adv Piano Lit I,Fall 2024,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUS,5182,Adv Piano Lit II,Spr 2021,5.00,5.00,5.00,5.00,5.75,5.25,5.00,4
MUS,5182,Adv Piano Lit II,Spr 2023,5.67,6.00,6.00,6.00,6.00,6.00,6.00,3
MUS,5182,Adv Piano Lit II,Spr 2025,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUS,5230,Chorus,Fall 2022,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2
MUS,5230,Chorus,Fall 2024,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUS,5230,Chorus,Spr 2025,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUS,5240,University Singers,Fall 2020,5.29,5.18,5.24,5.24,4.76,5.24,5.12,17
MUS,5240,University Singers,Spr 2021,5.67,5.33,5.11,5.22,5.33,5.89,5.44,9
MUS,5240,University Singers,Fall 2021,5.00,4.60,5.67,5.10,5.50,4.80,5.40,10
MUS,5240,University Singers,Spr 2022,5.75,5.75,5.33,5.75,5.67,5.83,5.67,12
MUS,5240,University Singers,Fall 2022,5.65,5.60,5.58,5.65,5.75,5.65,5.70,20
MUS,5240,University Singers,Spr 2023,5.67,5.43,5.67,5.43,5.52,5.43,5.52,21
MUS,5240,University Singers,Fall 2023,5.67,5.67,5.67,5.75,5.83,5.58,5.75,12
MUS,5240,University Singers,Spr 2024,5.77,5.54,5.54,5.69,5.46,5.62,5.54,13
MUS,5240,University Singers,Fall 2024,5.47,5.47,5.33,5.58,5.26,5.32,5.58,19
MUS,5240,University Singers,Spr 2025,5.77,5.64,5.81,5.86,5.73,5.50,5.68,22
MUS,5241,Vocal Literature I,Fall 2020,6.00,6.00,6.00,6.00,3.00,6.00,6.00,1
MUS,5241,Vocal Literature I,Fall 2023,6.00,5.00,6.00,6.00,6.00,5.00,6.00,1
MUS,5241,Vocal Literature I,Fall 2024,6.00,6.00,4.00,5.00,6.00,6.00,6.00,1
MUS,5242,Vocal Literature II,Spr 2025,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2
MUS,5250,Opera Workshop,Fall 2020,5.33,4.67,4.67,5.00,5.00,5.00,4.33,3
MUS,5250,Opera Workshop,Spr 2021,4.00,3.00,4.00,4.00,4.00,4.00,1.00,1
MUS,5250,Opera Workshop,Fall 2021,5.50,6.00,5.75,5.67,5.83,5.00,5.50,6
MUS,5250,Opera Workshop,Spr 2022,5.75,5.75,5.67,5.75,5.75,5.75,5.75,4
MUS,5250,Opera Workshop,Fall 2022,5.50,5.00,4.00,5.00,5.00,4.00,4.50,2
MUS,5250,Opera Workshop,Spr 2023,5.86,5.86,5.83,5.86,5.86,5.86,5.86,7
MUS,5250,Opera Workshop,Fall 2023,5.40,5.40,4.80,5.60,5.60,5.40,5.40,5
MUS,5250,Opera Workshop,Spr 2024,6.00,6.00,6.00,6.00,6.00,6.00,6.00,3
MUS,5250,Opera Workshop,Fall 2024,5.67,5.67,5.50,5.67,5.67,5.67,5.33,3
MUS,5250,Opera Workshop,Spr 2025,6.00,6.00,6.00,6.00,6.00,6.00,6.00,3
MUS,5271,Diction: Singers I,Fall 2020,6.00,6.00,6.00,6.00,6.00,6.00,6.00,3
MUS,5271,Diction: Singers I,Fall 2022,6.00,6.00,6.00,6.00,6.00,6.00,6.00,3
MUS,5271,Diction: Singers I,Fall 2023,5.50,4.50,5.50,6.00,5.50,4.00,4.50,2
MUS,5271,Diction: Singers I,Fall 2024,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUS,5272,Diction: Singers II,Spr 2021,6.00,6.00,6.00,6.00,6.00,6.00,4.00,2
MUS,5272,Diction: Singers II,Spr 2022,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUS,5272,Diction: Singers II,Spr 2023,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUS,5272,Diction: Singers II,Spr 2024,5.00,5.00,6.00,5.50,6.00,6.00,5.50,2
MUS,5275,Vocal Pedagogy I,Fall 2020,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2
MUS,5275,Vocal Pedagogy I,Fall 2022,6.00,6.00,6.00,6.00,6.00,4.50,6.00,2
MUS,5275,Vocal Pedagogy I,Fall 2024,6.00,6.00,5.00,6.00,6.00,5.00,6.00,2
MUS,5276,Vocal Pedagogy II,Spr 2021,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUS,5276,Vocal Pedagogy II,Spr 2022,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2
MUS,5276,Vocal Pedagogy II,Spr 2023,6.00,6.00,6.00,6.00,6.00,5.50,6.00,2
MUS,5276,Vocal Pedagogy II,Spr 2025,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUS,5280,Opera Theatre,Fall 2020,5.60,5.60,5.20,5.60,5.40,6.00,5.60,5
MUS,5280,Opera Theatre,Spr 2021,5.67,5.67,6.00,5.67,5.33,5.67,5.67,3
MUS,5280,Opera Theatre,Fall 2021,4.33,4.67,5.00,4.67,4.67,5.00,4.33,3
MUS,5280,Opera Theatre,Spr 2022,6.00,6.00,6.00,6.00,6.00,6.00,6.00,3
MUS,5280,Opera Theatre,Fall 2022,5.86,5.83,5.83,5.83,5.83,5.83,5.83,7
MUS,5280,Opera Theatre,Spr 2023,4.60,4.60,5.00,4.60,5.40,5.60,4.80,5
MUS,5280,Opera Theatre,Fall 2023,5.75,5.75,5.75,5.75,5.75,5.75,5.75,4
MUS,5280,Opera Theatre,Spr 2024,5.63,5.38,5.00,5.63,5.63,5.00,5.13,8
MUS,5280,Opera Theatre,Fall 2024,6.00,6.00,6.00,6.00,6.00,6.00,6.00,4
MUS,5280,Opera Theatre,Spr 2025,5.75,5.75,5.75,5.75,5.75,5.75,5.75,4
MUS,5333,Post-tonal Theory II,Fall 2020,6.00,5.38,6.00,5.38,5.50,5.63,5.38,8
MUS,5333,Post-tonal Theory II,Fall 2021,5.75,5.75,5.75,5.75,5.75,5.75,5.75,4
MUS,5333,Post-tonal Theory II,Fall 2022,6.00,5.50,6.00,5.83,5.83,5.83,5.83,6
MUS,5333,Post-tonal Theory II,Fall 2024,5.67,5.00,5.33,5.33,5.67,5.67,5.33,3
MUS,5336,Jazz Arranging,Spr 2022,6.00,6.00,5.67,5.67,5.67,5.67,5.67,3
MUS,5336,Jazz Arranging,Spr 2024,6.00,6.00,6.00,6.00,6.00,5.67,6.00,3
MUS,5340,Jazz Ensemble,Spr 2021,6.00,6.00,5.00,6.00,6.00,6.00,6.00,1
MUS,5340,Jazz Ensemble,Fall 2021,5.50,5.50,6.00,5.50,6.00,6.00,6.00,2
MUS,5340,Jazz Ensemble,Spr 2022,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUS,5340,Jazz Ensemble,Spr 2023,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2
MUS,5340,Jazz Ensemble,Fall 2023,6.00,6.00,,6.00,6.00,6.00,6.00,1
MUS,5340,Jazz Ensemble,Spr 2025,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUS,5400,University and Campus Bands,Fall 2020,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2
MUS,5400,University and Campus Bands,Fall 2021,6.00,6.00,6.00,6.00,6.00,4.00,6.00,1
MUS,5400,University and Campus Bands,Spr 2022,6.00,6.00,,6.00,6.00,6.00,6.00,1
MUS,5400,University and Campus Bands,Fall 2022,5.33,6.00,5.50,5.67,5.67,5.33,5.67,3
MUS,5400,University and Campus Bands,Spr 2023,5.33,5.67,6.00,5.67,5.67,5.67,5.67,3
MUS,5400,University and Campus Bands,Fall 2023,4.00,4.00,5.00,5.00,5.00,6.00,6.00,1
MUS,5400,University and Campus Bands,Spr 2024,5.00,5.00,5.00,5.00,5.00,5.00,5.00,1
MUS,5400,University and Campus Bands,Spr 2025,,,,,,6.00,5.00,1
MUS,5410,University Bands,Fall 2020,5.50,5.50,5.25,6.00,5.75,6.00,6.00,4
MUS,5410,University Bands,Spr 2021,5.50,5.50,4.75,5.67,6.00,6.00,6.00,7
MUS,5410,University Bands,Fall 2021,5.50,5.50,5.67,5.63,5.75,5.75,5.75,8
MUS,5410,University Bands,Spr 2022,6.00,5.60,5.67,5.75,6.00,6.00,6.00,5
MUS,5410,University Bands,Fall 2022,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2
MUS,5410,University Bands,Spr 2023,6.00,6.00,5.67,6.00,6.00,6.00,6.00,4
MUS,5410,University Bands,Fall 2023,5.33,6.00,6.00,6.00,5.00,6.00,6.00,3
MUS,5410,University Bands,Spr 2024,5.33,5.33,5.67,5.67,5.67,5.67,5.67,4
MUS,5410,University Bands,Fall 2024,5.73,5.73,6.00,5.91,5.73,6.00,5.91,11
MUS,5410,University Bands,Spr 2025,5.43,5.67,5.50,5.50,5.50,5.67,5.67,7
MUS,5420,Orchestra,Fall 2020,5.40,5.40,5.20,5.60,5.60,5.00,5.60,5
MUS,5420,Orchestra,Spr 2021,5.50,5.33,5.50,5.67,5.83,5.67,5.33,6
MUS,5420,Orchestra,Fall 2021,5.60,5.30,5.25,5.50,5.10,5.50,5.30,10
MUS,5420,Orchestra,Spr 2022,5.33,5.17,4.75,5.00,4.50,4.83,5.17,6
MUS,5420,Orchestra,Fall 2022,5.75,5.67,5.67,5.75,5.75,5.75,5.75,4
MUS,5420,Orchestra,Spr 2023,5.50,5.00,5.50,5.67,5.67,5.67,5.33,4
MUS,5420,Orchestra,Fall 2023,6.00,6.00,5.75,6.00,5.25,5.75,5.75,4
MUS,5420,Orchestra,Spr 2024,5.80,5.60,6.00,5.80,5.80,5.80,5.60,6
MUS,5420,Orchestra,Fall 2024,5.62,5.31,5.60,5.62,5.38,5.62,5.54,13
MUS,5420,Orchestra,Spr 2025,5.43,5.14,5.50,5.14,5.57,5.67,5.50,7
MUS,5427,Violin Pedagogy I,Fall 2021,6.00,6.00,6.00,5.67,5.67,5.33,6.00,3
MUS,5427,Violin Pedagogy I,Spr 2024,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2
MUS,5440,Chamber Ensemble,Fall 2020,5.57,5.71,5.71,5.71,5.86,5.86,5.71,8
MUS,5440,Chamber Ensemble,Spr 2021,5.91,5.90,5.64,5.91,6.00,6.00,6.00,11
MUS,5440,Chamber Ensemble,Fall 2021,5.91,5.91,6.00,5.91,5.91,5.82,5.91,11
MUS,5440,Chamber Ensemble,Spr 2022,6.00,5.80,5.75,5.80,6.00,5.80,6.00,6
MUS,5440,Chamber Ensemble,Fall 2022,6.00,5.50,6.00,6.00,6.00,6.00,6.00,2
MUS,5440,Chamber Ensemble,Spr 2023,5.50,5.00,5.00,5.00,5.00,5.50,5.00,4
MUS,5440,Chamber Ensemble,Fall 2023,5.80,5.80,5.80,5.80,5.80,5.40,5.80,5
MUS,5440,Chamber Ensemble,Spr 2024,6.00,6.00,5.75,6.00,6.00,6.00,6.00,5
MUS,5440,Chamber Ensemble,Fall 2024,5.67,5.67,6.00,5.78,5.78,5.67,5.78,9
MUS,5440,Chamber Ensemble,Spr 2025,6.00,6.00,6.00,6.00,6.00,6.00,6.00,5
MUS,5450,Orchestral Rep,Spr 2021,6.00,6.00,4.00,6.00,6.00,6.00,6.00,3
MUS,5450,Orchestral Rep,Fall 2021,6.00,6.00,5.50,6.00,6.00,6.00,6.00,2
MUS,5450,Orchestral Rep,Spr 2022,6.00,6.00,,6.00,6.00,6.00,6.00,1
MUS,5450,Orchestral Rep,Fall 2022,6.00,6.00,,6.00,6.00,6.00,6.00,1
MUS,5450,Orchestral Rep,Spr 2023,6.00,6.00,,6.00,6.00,6.00,6.00,1
MUS,5451,Applied Studio Res & Admin,Spr 2021,6.00,6.00,5.33,6.00,6.00,6.00,6.00,3
MUS,5451,Applied Studio Res & Admin,Spr 2024,6.00,5.00,6.00,6.00,6.00,6.00,6.00,1
MUS,5460,World Music Ensemble,Fall 2020,6.00,5.67,5.67,6.00,6.00,5.33,6.00,3
MUS,5460,World Music Ensemble,Spr 2021,5.67,6.00,5.33,6.00,6.00,5.33,6.00,3
MUS,5460,World Music Ensemble,Fall 2021,6.00,5.80,5.80,5.80,5.80,5.80,5.80,5
MUS,5460,World Music Ensemble,Spr 2022,5.67,5.67,6.00,6.00,6.00,6.00,6.00,3
MUS,5460,World Music Ensemble,Fall 2022,6.00,6.00,6.00,6.00,6.00,6.00,6.00,3
MUS,5460,World Music Ensemble,Spr 2023,6.00,6.00,6.00,6.00,6.00,6.00,6.00,3
MUS,5460,World Music Ensemble,Fall 2023,5.67,5.67,5.33,5.67,6.00,5.33,6.00,3
MUS,5460,World Music Ensemble,Spr 2024,5.50,5.50,4.00,5.50,5.50,5.00,5.50,3
MUS,5460,World Music Ensemble,Fall 2024,5.67,5.33,5.33,5.67,6.00,4.33,5.67,3
MUS,5460,World Music Ensemble,Spr 2025,6.00,5.50,6.00,6.00,6.00,5.50,5.50,3
MUS,5464,Cello Pedagogy,Fall 2021,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUS,5464,Cello Pedagogy,Fall 2023,6.00,6.00,5.00,6.00,6.00,6.00,5.00,1
MUS,5466,Guitar Pedagogy,Spr 2024,5.00,5.00,5.00,5.00,5.00,5.00,5.00,1
MUS,5490,Percussion Ensemble,Fall 2020,5.00,5.33,5.00,5.33,5.33,5.00,5.67,3
MUS,5490,Percussion Ensemble,Spr 2021,6.00,6.00,5.00,6.00,5.00,5.00,6.00,2
MUS,5490,Percussion Ensemble,Fall 2021,5.67,5.25,5.50,5.00,4.25,5.00,5.00,4
MUS,5490,Percussion Ensemble,Spr 2022,6.00,6.00,4.00,5.00,5.00,5.00,6.00,1
MUS,5490,Percussion Ensemble,Fall 2022,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2
MUS,5490,Percussion Ensemble,Spr 2023,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2
MUS,5494,West African Music Ensemble,Fall 2020,6.00,6.00,5.67,6.00,6.00,5.00,6.00,3
MUS,5494,West African Music Ensemble,Spr 2021,6.00,6.00,6.00,6.00,6.00,6.00,5.50,2
MUS,5494,West African Music Ensemble,Fall 2021,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2
MUS,5494,West African Music Ensemble,Spr 2022,5.50,5.50,5.50,6.00,5.50,6.00,6.00,2
MUS,5494,West African Music Ensemble,Fall 2022,6.00,6.00,6.00,5.75,5.75,5.75,5.75,4
MUS,5494,West African Music Ensemble,Spr 2023,5.00,6.00,6.00,5.00,6.00,6.00,6.00,1
MUS,5494,West African Music Ensemble,Fall 2023,6.00,6.00,6.00,6.00,6.00,4.33,6.00,3
MUS,5494,West African Music Ensemble,Spr 2024,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2
MUS,5494,West African Music Ensemble,Fall 2024,6.00,6.00,5.67,6.00,6.00,6.00,6.00,3
MUS,5494,West African Music Ensemble,Spr 2025,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2
MUS,5531,Analyzing Popular Music,Spr 2023,5.90,5.90,5.90,5.90,5.90,5.90,6.00,10
MUS,5531,Analyzing Popular Music,Spr 2024,5.57,5.71,5.57,5.43,5.00,5.71,5.71,7
MUS,5534,Musical Minimalisms,Fall 2023,4.00,3.50,4.00,4.00,4.50,5.00,4.00,2
MUS,5541,16th-Century Counterpoint,Spr 2021,5.33,4.67,5.33,4.67,4.33,5.00,4.67,3
MUS,5550,Class Composition-Performers,Spr 2021,6.00,6.00,5.50,5.50,6.00,6.00,6.00,2
MUS,5561,Orchestration I,Fall 2020,5.33,5.33,5.33,5.33,5.83,5.00,5.17,6
MUS,5561,Orchestration I,Fall 2021,5.00,5.00,4.00,5.00,5.00,5.00,3.00,1
MUS,5561,Orchestration I,Spr 2024,6.00,6.00,5.00,5.67,6.00,5.67,6.00,3
MUS,5561,Orchestration I,Spr 2025,5.00,4.00,4.00,4.00,5.00,1.00,4.00,1
MUS,5571,Schenker Analysis,Fall 2020,6.00,5.83,5.40,6.00,5.67,5.67,5.83,6
MUS,5571,Schenker Analysis,Spr 2022,6.00,6.00,6.00,6.00,5.75,6.00,6.00,4
MUS,5571,Schenker Analysis,Fall 2022,4.50,2.00,5.50,4.50,2.00,3.00,2.50,2
MUS,5571,Schenker Analysis,Fall 2024,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUS,5572,Chromatic Harmony,Fall 2021,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUS,5590,Topics in Music Theory,Spr 2025,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MUS,5591,Music Technology Introduction,Fall 2020,6.00,6.00,6.00,6.00,6.00,5.00,6.00,2
MUS,5591,Music Technology Introduction,Fall 2021,5.67,5.43,4.43,4.86,5.50,5.00,5.33,7
MUS,5591,Music Technology Introduction,Fall 2022,4.20,3.25,3.75,3.50,5.33,3.50,3.25,5
MUS,5591,Music Technology Introduction,Fall 2023,4.25,5.00,4.25,3.75,5.75,3.00,4.25,4
MUS,5591,Music Technology Introduction,Fall 2024,6.00,6.00,6.00,6.00,6.00,6.00,6.00,4
MUS,5592,Music Informatics Seminar,Spr 2022,3.50,3.50,4.00,4.00,3.50,3.00,3.50,2
MUS,5611,Music Research,Spr 2021,5.50,5.33,5.75,5.42,5.58,5.75,5.58,12
MUS,5611,Music Research,Fall 2021,6.00,5.75,6.00,6.00,5.75,5.75,5.75,4
MUS,5611,Music Research,Spr 2022,5.67,5.33,5.33,5.44,5.00,5.22,5.71,9
MUS,5611,Music Research,Fall 2022,5.50,5.33,5.58,5.42,5.00,5.17,5.33,12
MUS,5611,Music Research,Spr 2023,4.33,4.33,4.00,4.33,5.33,4.00,4.67,3
MUS,5611,Music Research,Fall 2023,5.75,5.58,5.75,5.58,5.42,5.58,5.33,12
MUS,5611,Music Research,Spr 2024,5.50,5.67,5.33,5.67,4.83,5.50,5.50,6
MUS,5611,Music Research,Fall 2024,5.62,5.15,5.42,5.54,5.38,5.23,5.62,13
MUS,5611,Music Research,Spr 2025,5.50,5.33,5.67,5.44,5.78,5.78,5.33,10
MUS,5620,Topics in Opera History,Fall 2020,5.67,5.17,5.50,5.50,5.33,5.17,5.67,6
MUS,5620,Topics in Opera History,Fall 2024,6.00,5.75,6.00,6.00,6.00,5.75,6.00,4
MUS,5624,Music of J.S. Bach,Fall 2021,5.89,5.56,5.67,5.78,5.56,5.89,5.67,9
MUS,5624,Music of J.S. Bach,Spr 2025,6.00,6.00,6.00,6.00,5.67,6.00,6.00,3
MUS,5647,20th-Century Music,Spr 2021,5.65,5.70,5.25,5.50,5.80,5.40,5.55,20
MUS,5647,20th-Century Music,Spr 2023,5.40,4.75,5.00,5.00,5.75,4.25,4.75,5
MUS,5731,Jazz and Modernism,Spr 2023,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2
MUS,5731,Jazz and Modernism,Spr 2025,6.00,6.00,6.00,6.00,6.00,6.00,6.00,3
MUS,5732,Free Jazz,Spr 2021,5.67,5.67,5.67,5.67,5.67,5.67,5.67,3
MUS,5732,Free Jazz,Spr 2024,6.00,6.00,6.00,6.00,6.00,6.00,6.00,3
MUS,5805,Worlds of Improvisation,Spr 2022,5.60,5.75,5.60,5.60,5.60,5.60,5.60,5
MUS,5805,Worlds of Improvisation,Spr 2024,5.67,5.50,5.33,5.50,5.83,4.83,5.17,6
MUS,5807,Raga Music,Spr 2023,6.00,6.00,6.00,6.00,6.00,5.00,6.00,1
MUS,5950,Topics in Music,Spr 2021,5.76,5.75,5.62,5.65,5.80,5.90,5.71,21
MUS,5950,Topics in Music,Fall 2021,5.21,5.17,5.21,5.21,5.46,4.78,5.21,24
MUS,5950,Topics in Music,Spr 2022,5.82,5.56,5.75,5.81,5.88,5.69,5.75,17
MUS,5950,Topics in Music,Fall 2022,5.80,5.80,5.40,5.80,5.80,5.40,5.80,5
